motivo
"APRESENTAÇÃO DE TRABALHO NO CONGRESSO DE HISTORIA DA EDUCAÇÃO NA UFPB"
"para participar do XI Simpósio Internacional de OPI (Oral Proficiency Interview) e participar do encontro entre os membros do projeto """"Elucidação multiangular sobre a comunicação por aprendizes de língua japonesa como língua estrangeira"""" no Instituto Nacional de Língua Japonesa."
"Participação no 68º Congresso Nacional de Botânica."
"Solicitação do Proc.048396/2016-63 - Pg-Educação Contemporânea/CAA (Proap) - 2103-9179 - Conceição Gislane Salles (Coordenadora). Professora virá participar de banca de defesa de dissertação da aluna July Rianna de Melo, 14/08 às 10 horas e ministrar palestra """"A construção de modos de participação nas culturas do escrito..."", 14/08/017 às 15 horas. OBS: Programa informa que está custeando apenas o trecho BHZ/REC, uma vez que, a mesma seguirá para um Congresso em estado vizinho a PE que se esten"
"Realizar visita junto ao Multifunctional Electronic Materials Devices Research Lab, na Universidade do Texas, em San Antonio."
"Participação no Coloquio Clinico: O saber patologico. Apresentará o trabalho Abordagem Clinica da depressão"
"Solicitação foi feita pelo Programa de Pós-graduação em Estudos da Linguagem atendendo as exigências do art. 7 da Portaria CAPES 156 de 28/11/14. A docente participará do XV Congresso Internacional da Associação Brasileira de Literatura Comparada, evento que será realizado no período de 07 a 11 de agosto de 2017, na Universidade do Estado do Rio de Janeiro (UERJ), com a apresentação do trabalho intitulado DESCONSTRUÇÕES DE GÊNERO NAS AUTOBIOGRAFIAS DE ANDERSON HERZER E JOÃO W. NERY."
"Participação no 68 Congresso Nacional de Botânica."
"Ministrar módulo do 22.º Curso de Extensão de Isótopos Estáveis e Radiogênicos Aplicados às Geociências, das 9h às 12h e das 14 às 17h de 07/08/2017 e das 9h às 12h e das 13 às 15h de 08/08/2017, pelo PPGEOC-CTG-UFPE, o qual será sediado no do Departamento de Geologia, localizado no 5.º (quinto) andar do edifício escolar do CTG-UFPE. -  PPGEOC (Geociências); Recursos do PROAP."
"Participação do IX Escola Brasileira de Linguística Computacional (EBRALC 2017) e do XIV Encontro de Linguística de Corpus (ELC 2017)"
"Reunião com a equipe da Coordenação Geral de Petróleo e Gás (CGPEG)."
"o servidor coordenará o estande da ANAC durante o evento """"Congresso SINDAG"","" além de acompanhar e realizar o cerimonial de diretores e superintendentes que estarão no evento para a Cerimônia de Abertura e Palestras"""
"Participar do Curso de Redação de Documentos Oficiais e Elaboração de Relatórios ou Pareceres Técnicos, a ser realizado no período de 16 a 18 de agosto de 2017, na cidade de São Paulo."
"PARTICIPAÇÃO EM CONGRESSO INTERNACIONAL (VI EMEP)"
"Solicitação foi feita pelo Programa de Pós-graduação em Estudos da Linguagem. O docente ministrará a disciplina TLiteratura, mito e imaginário, durante o período de 14 a 18 de agosto de 2017, no Programa de Pós-Graduação em Estudos de Linguagem. O docente realizará no dia 19 de agosto de 2017 orientação com alunos da referida disciplina."
"Participar do Curso de Planejamento e Contratação de Serviços de TI, oferecidos pela Escola Superior de Redes da Rede Nacional de Pesquisa (ESR-RNP). Realizado na Cidade de João Pessoa/PB, na data de início do dia 26/06/2017 à 30/06/2017."
"Participação no """" 2º Encontro do Colégio de Gestores de Comunicação das Universidades Federais (CGCUF)"","" promovido pela Associação Nacional dos Dirigentes das Instituições Federais de Ensino Superior (Andifes) que acontecerá na Universidade Federal do Rio Grande do Norte."""
"Realizar atividades na Coordenação da Secretaria Executiva do CONCEA, no dia 15 de agosto de 2017 e e participar da 37ª Reunião Ordinária do CONCEA, nos dias 16 a 18 de agosto de 2017."
"Participar da 37ª Reunião Ordinária do CONCEA, nos dias 16 a 18 de agosto de 2017."
"Realizar monitoramento e avaliação da execução física do Convênio nº 019/2015 celebrado entre esta Secretaria Especial de Direitos Humanos e a Secretaria de Estado dos Direitos Humanos e Participação Popular do Maranhão - SEDIHPOP-MA."
"Participar da 37ª Reunião Ordinária do CONCEA, nos dias 16 a 18 de agosto de 2017."
"Participar da 37ª Reunião Ordinária do CONCEA, nos dias 16 a 18 de agosto de 2017."
"Reunião do Grupo de Trabalho para consolidação das três Normas Operacionais de Hotelaria Hospitalar na Ebserh Sede: Gerenciamento de Resíduos Hospitalares, Processamento de Enxoval e Higienização. Tendo em vista o inicio das atividades  as 08:00 a solicitante requer para organizar-se embarcar um dia antes ."
"Participação no Congresso Internacional """" Mundos de Mulheres e Fazendo Gênero 11"", durante o período de 30/07 a 04/08, a ser realizado no campus da UFSC, localizado em Trindade,"" Florianópolis-SC."""
"Participar da 37ª Reunião Ordinária do CONCEA, nos dias 16 a 18 de agosto de 2017."
"Solicitação foi feita pelo Programa de Pós-graduação em Estudos da Linguagem através do processo 231086.212242/2017-06. O docente participará do XV Congresso Internacional da Associação Brasileira de Literatura Comparada, evento que será realizado no período de 07 a 11 de agosto de 2017, na Universidade do Estado do Rio de Janeiro (UERJ), com a apresentação dos trabalhos intitulados O ENGAJAMENTO NA ARTE E NA LITERATURA: RELAÇÕES ENTRE O ESTÉTICO E O POLÍTICO; O ESPAÇO AUTOBIOGRÁFICO COMO CAMPO "
"Reunião do Grupo de Trabalho para consolidação das três Normas Operacionais de Hotelaria Hospitalar na Ebserh Sede: Gerenciamento de Resíduos Hospitalares, Processamento de Enxoval e Higienização.Tendo em vista que a poucas opções voo de Dourados a Brasilia solicitamos a passagem um dia antes pois a Reunião terá inicio as 08:00 da manhã."
"Apresentação de dois trabalhos, no XV Congresso Internacional da ABRALIC, que acontecerá na UERJ, entre os dias 07 e 11 de agosto de 2017."
"TRECHO DE RETORNO PARA RECIFE REFERENTE AO PEDIDO PARA MINISTRAR DISCIPLINA PARA O PPGQUI."
"Participação no Curso de Análises Microbiológicas de Amostras Ambientais na cidade de São Paulo/SP no período de 14 a 17 de agosto de 2017."
"Participação em Banca Examinadora para defesa de dissertação."
"Participação em banca de mestrado do aluno Maicon Josué Karling e realizar pesquisa com a Profa. Sílvia Lopes deste Programa."
"Participar da 37ª Reunião Ordinária do CONCEA, nos dias 16 a 18 de agosto de 2017."
"Participar da 37ª Reunião Ordinária do CONCEA, nos dias 16 a 18 de agosto de 2017."
"Participar da 37ª Reunião Ordinária do CONCEA, nos dias 16 a 18 de agosto de 2017."
"Participar de banca examinadora para defesa de dissertação de pós graduação."
"Proposto convidado a participar de banca examinadora do Programa de Pós-graduação em Engenharia Elétrica - Mestrado"
"Participar do Curso de Planejamento e Contratação de Serviços de TI, oferecidos pela Escola Superior de Redes da Rede Nacional de Pesquisa (ESR-RNP). Realizado na Cidade de João Pessoa/PB, na data de início do dia 26/06/2017 à 30/06/2017."
"Participar do 3º Seminário de Acessibilidade da Regional Catalão."
"Apresentação de trabalho no X Congresso Latino Americano de Biomatemática"
"Participar do VIII Congresso Brasileiro de Herpetologia."
"Participar da IV Escola Brasileira de Modelagem Molecular, na Universidade Federal do ABC."
"PARTICIPAÇÃO COMO PALESTRANTES NO 4° CONGRESSO NACIONAL DE SAÚDE DA FACULDADE DE MEDICINA DA UFMG - 28 A 30 DE AGOSTO DE 2017."
"Participação na IV Escola Brasileira de Modelagem Molecular"
"Avaliação Quadrienal dos Programas de Pós-Graduação stricto sensu."
"Avaliação Quadrienal dos Programas de Pós-Graduação stricto sensu."
"Avaliação Quadrienal dos Programas de Pós-Graduação stricto sensu."
"Avaliação Quadrienal dos Programas de Pós-Graduação stricto sensu."
"UMAS DAS ATIVIDADES DA COLABORADORA NA UNIDADE É A ANALISE DE PLANILHAS DE COMPOSIÇÃO DE CUSTOS E SE ESPERA NESTE CURSO A CAPACITAÇÃO PARA MELHOR ATENDER O HOSPITAL."
"Participação no XXII Colóquio Latinoamericano de Álgebra com divulgação de pesquisa em teorias de grupos e prospecção de parcerias na área."
"BOLSISTA DO PEC-PG RETORNANDO AO PAÍS DE ORIGEM, MOÇAMBIQUE."
"A professora Lívia Mendes Moreira Miraglia vir participar de Banca de Qualificação, nesta Faculdade, conforme Memo nº 258/2017/PPGFD."
"Avaliação Quadrienal - Ciências Ambientais, 02 a 04 de agosto de 2017."
"Avaliação Quadrienal - Ciências Ambientais, 02 a 04 de agosto de 2017."
"Informação protegida por sigilo nos termos da legislação vigente"
"Avaliação Quadrienal - Ciências Ambientais, 02 a 04 de agosto de 2017."
"Avaliação Quadrienal - Ciências Ambientais, 02 a 04 de agosto de 2017."
"Avaliação Quadrienal - Ciências Ambientais, 02 a 04 de agosto de 2017."
"A pós-doutoranda Adriana Carvalho Conde, irá apresentar o trabalho THE DARK LADY: A """"AMADA MORTA"""" EM A NOIVA CADÁVER DE TIM BURTON no Simpósio temático A MELANCOLIA E SEUS DESDOBRAMENTOS NA LITERATURA: DO ROMANTISMO À CONTEMPORANEIDADE, no XV Congresso Internacional da Associação Brasileira de Literatura Comparada (Abralic), a realizar-se de 07 a 11 de agosto de 2017, na Universidade do Estado do Rio de Janeiro (UERJ)."
"Avaliação Quadrienal - Ciências Ambientais, 02 a 04 de agosto de 2017."
"Avaliação Quadrienal - Ciências Ambientais, 02 a 04 de agosto de 2017."
"Proposto irá participar do evento """"IV Quantum Information Schol and workshop, a ser realizado na cidade de Paraty, RJ, no período de 14 a 19 de agosto de 2017."
"Participação no Festival de Teatro de Xangai"
"Avaliação Quadrienal - Ciências Ambientais, 02 a 04 de agosto de 2017."
"Avaliação Quadrienal - Ciências Ambientais, 02 a 04 de agosto de 2017."
"festival de teatro de xangai"
"Realizar verificação in loco nas produtoras/exportadoras de porcelanato técnico participantes do compromisso de preços homologado, a realizar-se em Foshan, China, no período de 11 a 26/08/2017."
"Para participar da Seção de julgamento da 2ª Seção, 2ª Câmara e 2ª TO"
"Processo n. 01530.000572/2017-10 - Conforme solicitação de viagem o proposto irá representar a FUNARTE na abertura e coordenação do projeto Territórios da Arte, celebrado em parceria com a Universidade Federal Fluminense - UFF."
"Missão de estudos na Universidade de São Paulo, Campus Ribeirão Preto."
"Realizar verificação in loco nas produtoras/exportadoras de porcelanato técnico participantes do compromisso de preços homologado, a realizar-se em Foshan, China, no período de 11 a 26/08/2017."
"O PROPOSTO PARTICIPARÁ COM APRESENTAÇÃO DE TRABALHO NO 68º CONGRESSO NACIONAL DE BOTÂNICA, A SER REALIZADO NO PERÍODO DE 20 A 25 DE AGOSTO DE 2017, NA CIDADE DO RIO DE JANEIRO, RJ."
"O servidor participará  como representante institucional do Museu da Vida no XV Congresso REDPOP 2017 """"Conexiones. Nuevas Formas de Popularizar La Ciencia"""". Apresentará o trabalho oral intitulado """"Exposições de Ideias"""". Este evento ocorrera no período de 21 a 25 de agosto de 2017, na cidade de Buenos Aires - Argentina.  Depto/Serviço : Departamento Museu da Vida / Coordenação  Iniciativa Fortalecimento do SUS Ação Orçamentária: Comunicação e informações para a educação em saúde e em ciência "
"Orientar e supervisionar a aluna Hellen Valério C. M. de Souza durante sua participação na International Brain Bee, em Washington, no período de 3 a 6 de agosto de 2017. Considerando que o projeto para as olimpíadas de neurociências se desenvolveu nos campi Niterói e Engenho Novo II, e em função da aposentadoria da professora responsável pelo projeto em Niterói, eu como responsável pelo projeto no ENII, assumo a responsabilidade de acompanhar e orientar a aluna."
"participação no curso """" Como elaborar a planilha de formação de preços"""" em Salvador, alterado do período 05/06 a 08/06, para 07/08 a 10/08"
"A UFERSA contribuirá com o XX Congresso Brasileiro de Agrometeorologia, custeando as passagens de 7 palestrantes, o custeio das diárias ficará a cargo da organização do evento. Este proposto participará do evento na condição de palestrante."
"A UFERSA contribuirá com o XX Congresso Brasileiro de Agrometeorologia, custeando as passagens de 7 palestrantes, o custeio das diárias ficará a cargo da organização do evento. Este proposto participará do evento na condição de palestrante."
"A UFERSA contribuirá com o XX Congresso Brasileiro de Agrometeorologia, custeando as passagens de 7 palestrantes, o custeio das diárias ficará a cargo da organização do evento. Este proposto participará do evento na condição de palestrante."
"A UFERSA contribuirá com o XX Congresso Brasileiro de Agrometeorologia, custeando as passagens de 7 palestrantes, o custeio das diárias ficará a cargo da organização do evento. Este proposto participará do evento na condição de palestrante."
"Avaliação Quadrienal - Arquitetura - Profissional - 03 e 04 de agosto de 2017"
"A UFERSA contribuirá com o XX Congresso Brasileiro de Agrometeorologia, custeando as passagens de 7 palestrantes, o custeio das diárias ficará a cargo da organização do evento. Este proposto participará do evento na condição de palestrante."
"Avaliação Quadrienal - Arquitetura - Profissional - 03 e 04 de agosto de 2017"
"Avaliação Quadrienal - Arquitetura - Profissional - 03 e 04 de agosto de 2017"
"Avaliação Quadrienal - Arquitetura - Profissional - 03 e 04 de agosto de 2017"
"Avaliação Quadrienal - Arquitetura - Profissional - 03 e 04 de agosto de 2017"
"Avaliação Quadrienal - Arquitetura - Profissional - 03 e 04 de agosto de 2017"
"Deslocamento para participar do 2º Encontro do Colégio de Gestores de Comunicação das Universidades Federais (CGCUF) organizado pelo Associação Nacional dos Dirigentes das Instituições Federais de Ensino Superior (ANDIFES).  O evento terá a função de tratar de temas da gestão dos setores de comunicação."
"Informação protegida por sigilo nos termos da legislação vigente"
"O objetivo da viagem é participar e apresentar trabalho no """"SEG"""" (Seminário de Estudos Gramaticais), que ocorrerá na Universidade Federal de Santa Catarina, em Florianópolis."
"Participar com apresentação de trabalho científico no XV Congresso Internacional ABRALIC, conforme Proc. nº 014956/17-93 - PROAP-PRPG."
"Participar do Congresso Brasileiro de Medicina Tropical 2017"
"""""I Whorkshop: Debates no Ensino e na Pesquisa: a linguagem em cena"""" a ser realizado nos dia 16 e 17 de agosto do corrente ano."
"Participar de treinamento da norma ABNT NBR ISO/IEC 9001:2015 com o objetivo de manutenção da qualificação como avaliador da CGCRE."
"Avaliação Quadrienal - Arquitetura - Profissional - 03 e 04 de agosto de 2017"
"O PROFESSOR CARLOS NOBREGA - UNIVERSIDADE FEDERAL DO RIO D EJANEIRO/RJ VIRÁ PALESTRAR NO EVENTO DO PPGART 12º SIMPOSIO DE ARTE CONTEMPORANEA QUE SERÁ REALIZADO NA UFSM DE 30 DE AGOSTO A 01 DE SETEMBRO. JUSTIFICA-SE QUE O PROFESSOR VIRÁ NO DIA 28/08 PORQUE TERÁ QUE MONTAR A SUA OBRA PARA O EVENTO NO DIA 29/08."
"O PROFESSOR MARIA GRACIELA YEREGUI- UNTREF (UNIVERSIDAD NACIONAL DE TRES DE FEBRERO - ARGENTINA) VIRÁ NO DIA 28/08  porque está na comissão de Curadoria e vai montar a exposição nos dias 28/8 e 29/08. No dia 30/08, ela irá PALESTRAR NO EVENTO  DO PPGART 12º SIMPOSIO DE ARTE CONTEMPORANEA, QUE SERÁ REALIZADO NA UFSM DE 30 DE AGOSTO A 01 DE SETEMBRO."
"Avaliação Quadrienal - Ciências Ambientais, 02 a 04 de agosto de 2017."
"Avaliação Quadrienal - Ciências Ambientais, 02 a 04 de agosto de 2017."
"Participação no IX Congresso Brasileiro de História da Educação - Comissão Organizadora - Programa de Pós Graduação em História - Universidade Federal da Paraíba - Centro de Ciências Humanas, Letras e Artes. Cidade Universitária - Conjunto Humanístico. 2. Informamos que as despesas, incluindo os encargos do contrato, serão arcadas com os recursos previstos no PA - Plano Anual do Departamento:  Iniciativa: Fortalecimento do SUS. Ação Orçamentária: Pesquisa e Desenvolvimento Tecnológico em Saúde. "
"O Programa de Pós-Graduação em Educação (PPGEDU/UFRGS) convida o Prof. Dr. Daniel Martin Brailovsky, da Faculdade Latino-Americana de Ciências Sociais (Argentina), para participar das seguintes atividades acadêmicas e de pesquisa: Seminário Especial: Didática da Educação Infantil: desafios no campo da Pedagogia da Infância (PPGEDU/UFRGS - 1 crédito - 15h), nos dias 18/08 (sexta) - manhã/tarde e 19/08 (sábado) - manhã; Reunião com o Grupo de Pesquisa da Linha de Pesquisa Estudos das Infâncias, di"
"Informação protegida por sigilo nos termos da legislação vigente"
"Informação protegida por sigilo nos termos da legislação vigente"
"Acompanhamento e fiscalização """"in loco"""" do Convênio SICONV n°825695/2015 objeto """"Implantação de Telecentros na Cidade de Vila Nova do Piauí - PI"""" no valor global correspondente de R$183.700,00, que encontra-se em fase de Prestação de Contas."
"Avaliação Quadrienal - Odontologia, 02 a 04 de agosto de 2017."
"Publicação e apresentação de trabalhos na 31ª Reunião Anual da Sociedade Brasileira de Tecnologia de Embriões, participação em palestras relevantes para finalização da dissertação, e participação em palestras de grande importância na área de atuação do proposto"
"Participação em Curso de Práticas de atendimento ao cidadão em Ouvidoria, a ser realizado nos dias 15 a 17 de agosto de 2017, em São Luiz/MA, com conteúdos relacionados a Ouvidoria pública e atendimento, Qualidade do atendimento no Setor Público, Técnicas de abordagem e comunicação, Comunicação e atendimento, Linguagem Cidadã, Solução pacífica de conflitos, O diálogo como instrumento para a resolução de conflitos, Modalidades de resolução de conflitos, A importância dos processos autocompositivo"
"Avaliação Quadrienal - Odontologia, 02 a 04 de agosto de 2017."
"O proposto vai apresentar um trabalho no  Gordon Research Conferences - Frontiers of Science, na área de doenças causadas por Stafilococos em New Hampshire - EUA."
"Participação no II Colóquio do Grupo de Pesquisa CNPq GovernAGRO; Reunião para Realização de Acordos Internacionais envolvendo a UnB e a Universidade de Aberysthyth; Realização de Trabalho de Campo com Professores e Alunos da UnB na pesquisa Global-Rural em Anápolis; Seminário Interno de  Pesquisas do Laboratório GeoRedes/UnB."
"Avaliação Quadrienal - Odontologia, 02 a 04 de agosto de 2017."
"Avaliação Quadrienal - Odontologia, 02 a 04 de agosto de 2017."
"Participação no """" 2º Encontro do Colégio de Gestores de Comunicação das Universidades Federais (CGCUF)"","" promovido pela Associação Nacional dos Dirigentes das Instituições Federais de Ensino Superior (Andifes) que acontecerá na Universidade Federal do Rio Grande do Norte."""
"Avaliação Quadrienal - Odontologia, 02 a 04 de agosto de 2017."
"VISITA DE ACOMPANHAMENTO A CONVÊNIOS NA REGIÃO METROPOLITANA DE SÃO PAULO, AMLURB CONVÊNIO Nº 794991 E PREFEITURA MUNICIPAL DE MAUÁ CONVÊNIO 774054 E PARTICIPAR DO SEMINÁRIO BALANÇO,  PERSPECTIVAS E DESAFIOS PARA AS POLITICAS PÚBLICAS  DE FOMENTO À ECONOMIA SOLIDÁRIA."
"Avaliação Quadrienal - Odontologia, 02 a 04 de agosto de 2017."
"Congresso Internacional Direito e Psicanálise"
"Avaliação Quadrienal - Odontologia, 02 a 04 de agosto de 2017."
"Solicitar passagem de avião e diárias para participação na VIII Jornada Internacional de Políticas Públicas, que ocorrerá na Universidade Federal do Maranhão, com apresentação de trabalho sobre Serviço Social e Educação na UFERSA."
"Avaliação Quadrienal - Odontologia, 02 a 04 de agosto de 2017."
"Avaliação Quadrienal - Odontologia, 02 a 04 de agosto de 2017."
"Avaliação Quadrienal - Odontologia, 02 a 04 de agosto de 2017."
"Avaliação Quadrienal - Odontologia, 02 a 04 de agosto de 2017."
"Avaliação Quadrienal - Odontologia, 02 a 04 de agosto de 2017."
"Avaliação Quadrienal - Odontologia, 02 a 04 de agosto de 2017."
"Participação como membro titular em banca de defesa de tese de doutorado, conforme Portaria CAPES 156/2014, 7º, i."
"Palestrante na X Semana Acadêmica do curso de Computação."
"Participação como membro titular em banca de defesa de tese de doutorado, conforme Portaria CAPES 156/2014, 7º, i."
"Avaliação Quadrienal - Arquitetura - Profissional - 03 e 04 de agosto de 2017"
"Avaliação Quadrienal - Odontologia, 02 a 04 de agosto de 2017."
"AVALIAÇÃO QUADRIENAL - ENFERMAGEM - de 2 a 4 de agosto de 2017."
"AVALIAÇÃO QUADRIENAL - ENFERMAGEM - de 2 a 4 de agosto de 2017."
"AVALIAÇÃO QUADRIENAL - ENFERMAGEM - de 2 a 4 de agosto de 2017."
"AVALIAÇÃO QUADRIENAL - ENFERMAGEM - de 2 a 4 de agosto de 2017."
"AVALIAÇÃO QUADRIENAL - ENFERMAGEM - de 2 a 4 de agosto de 2017."
"Realização do curso de Recrutamento e Seleção para desenvolvimento das atividades da Gerência."
"Convite para ministrar curso de gestão de fiscalização de obras publicas"
"Reunião com a CRICMBIO para planejamento das atividades de PQA nas região de Lábrea."
"Reunião com a ICMBIO para planejamento das atividades de PQA nas região de Lábrea."
"A UFMT LANÇOU O EDITAL  11/2016 - DE APOIO A PESQUISADORES INTERNACIONAIS VISITANTES. O PROFESSOR DA UFMT  CLAUDIO VIEIRA DE ARAUJO  FOI UMA DAS PROPOSTAS SELECIONADAS PARA RECEBER O PROFESSOR ESTRANGEIROS.  O PROFESSOR PESQUISADOR JAVIER MAURICIO OSORIO LEYTON  ESTA VINDO  DE AUSTIN-TEXAS A PARA QUE DURANTE O PERÍODO: 04/08/2017 A 16/08/2017 POSSAM CONTRIBUIR DE FORMA DIRETA EM AVANÇOS CIENTIFICOS NA PESQUISA E NO ENSINO DE POS-GRADUAÇÃO  NA UFMT."
"A UFERSA contribuirá com o XX Congresso Brasileiro de Agrometeorologia, custeando as passagens de 7 palestrantes, o custeio das diárias ficará a cargo da organização do evento. Este proposto participará do evento na condição de palestrante."
"Participar como palestrante da abertura do período letivo (2017.1) do CCHLA, bem como de reuniões de estudos com pós-graduandos dos cursos de História, Letras, Sociologia, estudantes do NEABI/UFPB  e do curso de Comunicação."
"Avaliação Quadrienal - Medicina II - Profissional -  03 e 04 de agosto de 2017"
"Avaliação Quadrienal - Medicina II - Profissional -  03 e 04 de agosto de 2017"
"Regular as providências administrativas para que militares (1/6) do EMCFA participem da Execução do Exercício PANAMAX 2017, a ser realizado no Comando Sul dos Estados Unidos da América, em Suffolk-EUA, período de 7 a 17 de agosto de 2017. As despesas de alimentação e hospedagem serão custeadas pelo proposto."
"Mapeamento de competências de unidades da Receita Federal do Brasil"
"Ministrar palestra no I Seminário sobre Educação Profissional Integrada ao Ensino Médio do IFC, no campus Camboriú/SC."
"PARTICIPAR DA 37ª REUNIÃO ORDINÁRIA DO CONCEA A SER REALIZADA NOS DIAS 16, 17 E 18 DE AGOSTO DE 2017."
"Atividades do projeto de mapeamento de competências da Receita Federal do Brasil"
"Atividades do projeto de mapeamento de competências da receita Federal do Brasil"
"Participar do """"II Encontro Técnico de Engenharia Clínica da Rede EBSERH""""."
"Participar da Banca Examinadora de Mestrado da aluna Emmeline de Sá Rocha que acontecerá no dia 04/08/2017, no campus de São Luis, da Universidade Federal do Maranhão."
"Participação no Seminário Brasil Quebec/ Observatório Internacional de Inclusão, Interculturalidade e Inovação Pedagógica."
"Seminário de Pesquisa 2017"
"Participação e apresentação de trabalho no  VIII Congresso Brasileiro de Herpetologia, a ser realizado na cidade de Campo Grande - Mato Grosso do Sul no período de 14 a 18 de agosto de 2017. Tesouro."
"Avaliação Quadrienal - Arquitetura - Profissional - 03 e 04 de agosto de 2017"
"Avaliação Quadrienal - Medicina II - Profissional -  03 e 04 de agosto de 2017"
"Avaliação Quadrienal - Medicina II - Profissional -  03 e 04 de agosto de 2017"
"Apresentação de trabalho no evento IX CBHE História da Educação: global, nacional e regional"
"Regular as providências administrativas para que militares (2/6) do EMCFA participem da Execução do Exercício PANAMAX 2017, a ser realizado no Comando Sul dos Estados Unidos da América, em Suffolk-EUA, período de 7 a 17 de agosto de 2017. As despesas de alimentação e hospedagem serão custeadas pelo proposto."
"Regular as providências administrativas para que militares (3/6) do EMCFA participem da Execução do Exercício PANAMAX 2017, a ser realizado no Comando Sul dos Estados Unidos da América, em Suffolk-EUA, período de 7 a 17 de agosto de 2017. As despesas de alimentação e hospedagem serão custeadas pelo proposto."
"Regular as providências administrativas para que militares (4/6) do EMCFA participem da Execução do Exercício PANAMAX 2017, a ser realizado no Comando Sul dos Estados Unidos da América, em Suffolk-EUA, período de 7 a 17 de agosto de 2017. As despesas de alimentação e hospedagem serão custeadas pelo proposto."
"Regular as providências administrativas para que militares (5/6) do EMCFA participem da Execução do Exercício PANAMAX 2017, a ser realizado no Comando Sul dos Estados Unidos da América, em Suffolk-EUA, período de 7 a 17 de agosto de 2017. As despesas de alimentação e hospedagem serão custeadas pelo proposto."
"Regular as providências administrativas para que militares (6/6) do EMCFA participem da Execução do Exercício PANAMAX 2017, a ser realizado no Comando Sul dos Estados Unidos da América, em Suffolk-EUA, período de 7 a 17 de agosto de 2017. As despesas de alimentação e hospedagem serão custeadas pelo proposto."
"Portaria PROAP nº 156, de 28 de novembro de 2014, artigo 7º, inciso II, alínea h. O prof. Hebert apresentará trabalho no SBPO 2017, a ser realizado em Blumenau/SC, no período de 27 a 30 de agosto de 2017."
"Participar do Congresso SINDAG, a ser realizado em Canela-RS, nos seguintes eventos: Abertura oficial do Congresso dia 08/AGO às 16hs; Palestra Segurança CENIPA dia 09/AGO às 15hs; Jantar 70 anos da aviação agrícola no dia 10/AGO às 20hs."
"Participação em atividades acadêmico-científicas no país, conforme Portaria CAPES 156/2014, art. 7, inciso II, alínea i."
"I Encontro UnB/UFBA de Direito Constitucional."
"Integrar a execução financeira do SCDP com o sistema da DPAG/EFNY, entre os dias 21/08 a 02/09. Treinamento nos assuntos DPAG-EFNY entre os dias 04/09 a 15/09."
"Participar do """"V Seminário Internacional: Redução do Risco para a Segurança do Paciente e Qualidade em Serviço de Saúde""""."
