Identificador do processo de viagem,Meio de transporte,País - Origem ida,UF - Origem ida,Cidade - Origem ida,País - Destino ida,UF - Destino ida,Cidade - Destino ida,País - Origem volta,UF - Origem volta,Cidade - Origem volta,Pais - Destino volta,UF - Destino volta,Cidade - Destino volta,Valor da passagem,Taxa de serviço
13528806,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio Grande do Sul,Porto Alegre,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1014,0
13528808,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,426,0
13528811,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Goiás,Goiânia,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,455,0
13528814,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1090,0
13528816,Aéreo,Brasil,Pernambuco,Recife,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,540,0
13528818,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,199,0
13528819,Aéreo,Bolívia,,Santa Cruz de la Sierra,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2374,0
13528822,Aéreo,Brasil,Tocantins,Palmas,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,932,0
13528825,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,718,0
13528826,Aéreo,Chile,,Santiago,Brasil,Goiás,Goiânia,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2069,0
13528829,Aéreo,Brasil,São Paulo,Campinas,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,561,0
13528833,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,326,0
13528837,Aéreo,Brasil,Santa Catarina,Navegantes,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,772,0
13528839,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Alagoas,Maceió,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,907,0
13528841,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,136,0
13528841,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,301,0
13528842,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1213,0
13528843,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,788,0
13528857,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,647,0
13528864,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,328,0
13528867,Aéreo,Brasil,São Paulo,Guarulhos,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,516,0
13528870,Aéreo,Brasil,Santa Catarina,Florianópolis,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,852,0
13528873,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Paraíba,Campina Grande,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,442,0
13528882,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,308,0
13528884,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio Grande do Norte,Natal,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,415,0
13528889,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Rio Grande do Sul,Porto Alegre,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,150,7
13528893,Aéreo,Brasil,Distrito Federal,Brasília,Itália,,Roma,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,5094,0
13528894,Aéreo,Bélgica,,Bruxelas,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,0,0
13528897,Aéreo,Brasil,Pernambuco,Recife,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,694,0
13528898,Aéreo,Brasil,Bahia,Salvador,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,401,0
13528899,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1743,0
13528903,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,647,0
13528904,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,556,0
13528907,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,444,0
13528907,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,111,0
13528907,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13528909,Aéreo,Brasil,Espírito Santo,Vitória,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,686,0
13528913,Aéreo,Brasil,Maranhão,São Luís,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,736,0
13528914,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,635,0
13528915,Aéreo,Brasil,Paraíba,João Pessoa,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,391,0
13528923,Aéreo,Brasil,Pará,Belém,Brasil,Roraima,Boa Vista,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,945,0
13528928,Aéreo,Brasil,Paraíba,João Pessoa,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,391,0
13528931,Aéreo,Brasil,Bahia,Salvador,Brasil,Bahia,Ilhéus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,279,0
13528940,Aéreo,Brasil,Pernambuco,Recife,Brasil,Espírito Santo,Vitória,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1331,0
13528942,Aéreo,Brasil,Pará,Belém,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,304,0
13528947,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Santa Catarina,Florianópolis,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,589,0
13528949,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,408,0
13528951,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,718,0
13528953,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,146,0
13528957,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Paraíba,João Pessoa,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,811,0
13528958,Aéreo,Bolívia,,Santa Cruz de la Sierra,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1971,0
13528967,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Paraíba,João Pessoa,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,397,0
13528974,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Maranhão,São Luís,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,286,0
13528975,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,315,0
13528978,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,488,0
13528979,Aéreo,Brasil,São Paulo,São Paulo,São Tomé e Príncipe,,São Tomé,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2629,0
13528986,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,529,0
13528991,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,647,0
13528996,Aéreo,Brasil,São Paulo,Campinas,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,852,0
13528999,Aéreo,Brasil,Pernambuco,Recife,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,919,0
13529000,Aéreo,Brasil,Santa Catarina,Florianópolis,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,511,0
13529004,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,643,0
13529007,Aéreo,Brasil,Amapá,Macapá,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,532,0
13529011,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,444,0
13529013,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,São Paulo,São José dos Campos,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,374,0
13529020,Aéreo,Brasil,Piauí,Teresina,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,384,0
13529021,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Paraná,Curitiba,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,408,0
13529026,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1270,0
13529031,Aéreo,Brasil,Acre,Rio Branco,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1013,0
13529034,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1213,0
13529036,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Paraíba,João Pessoa,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,473,0
13529037,Aéreo,Brasil,Paraíba,João Pessoa,Brasil,Santa Catarina,Chapecó,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1055,0
13529047,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Maranhão,São Luís,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,273,0
13529053,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Alagoas,Maceió,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,434,0
13529054,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,343,0
13529059,Aéreo,Brasil,Maranhão,São Luís,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,775,0
13529062,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,0,0
13529062,Aéreo,República Democrática do Congo,,Kinshasa,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,6327,0
13529070,Aéreo,Brasil,Maranhão,São Luís,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,816,0
13529072,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,609,0
13529073,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,472,0
13529075,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,821,0
13529077,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Santa Catarina,Florianópolis,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,230,0
13529078,Aéreo,Brasil,Pernambuco,Recife,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,734,0
13529080,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13529084,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,472,0
13529088,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13529089,Aéreo,Brasil,Rondônia,Porto Velho,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1296,0
13529096,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,360,0
13529098,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,934,0
13529101,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13529115,Aéreo,Brasil,Pernambuco,Recife,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,761,0
13529115,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,934,0
13529117,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,405,0
13529119,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,635,0
13529121,Aéreo,Brasil,Goiás,Goiânia,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1101,0
13529123,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,328,0
13529125,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,408,0
13529131,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rondônia,Porto Velho,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1456,0
13529134,Aéreo,Brasil,Goiás,Goiânia,Brasil,Espírito Santo,Vitória,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,382,0
13529141,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Colômbia,,Bogotá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2084,0
13529142,Aéreo,Brasil,Pará,Belém,Brasil,Pará,Marabá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,530,0
13529146,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Mato Grosso,Cuiabá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,333,0
13529149,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,635,0
13529160,Aéreo,Chile,,Santiago,Brasil,Mato Grosso do Sul,Campo Grande,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2051,0
13529162,Aéreo,Brasil,Amazonas,Manaus,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,972,0
13529169,Aéreo,Brasil,Bahia,Salvador,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,936,0
13529172,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Jamaica,,Kingston,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,3444,0
13529174,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,415,0
13529175,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Pará,Belém,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,312,0
13529177,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,289,0
13529190,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,731,0
13529195,Aéreo,Brasil,Pernambuco,Recife,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,962,0
13529197,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Pará,Belém,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,298,0
13529198,Aéreo,Brasil,Maranhão,Imperatriz,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,752,0
13529201,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Paraná,Curitiba,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,345,0
13529202,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,988,0
13529203,Aéreo,Brasil,Amazonas,Manaus,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,566,0
13529209,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,387,0
13529210,Aéreo,Brasil,Amazonas,Manaus,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,966,0
13529212,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,317,0
13529213,Aéreo,Brasil,Pará,Marabá,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1743,0
13529219,Aéreo,Brasil,Acre,Rio Branco,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1013,0
13529221,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,838,0
13529227,Aéreo,Brasil,Bahia,Salvador,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,822,0
13529228,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Pará,Belém,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,313,0
13529233,Aéreo,Brasil,Pará,Belém,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,360,0
13529238,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Espírito Santo,Vitória,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,525,0
13529255,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Tocantins,Palmas,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,643,0
13529260,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13529263,Aéreo,Brasil,Rondônia,Cacoal,Brasil,Pará,Belém,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1096,0
13529264,Aéreo,Brasil,Roraima,Boa Vista,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1514,0
13529267,Aéreo,Brasil,Espírito Santo,Vitória,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,519,0
13529269,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,317,0
13529270,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio Grande do Sul,Porto Alegre,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,502,0
13529272,Aéreo,Brasil,Alagoas,Maceió,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,504,0
13529274,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Espírito Santo,Vitória,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1146,0
13529279,Aéreo,Brasil,Ceará,Fortaleza,Chile,,Santiago,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1816,0
13529283,Aéreo,Brasil,São Paulo,Ribeirão Preto,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,575,0
13529285,Aéreo,Brasil,Mato Grosso do Sul,Campo Grande,Brasil,Santa Catarina,Jaguaruna,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,466,0
13529295,Aéreo,Brasil,Tocantins,Palmas,Brasil,Tocantins,Araguaína,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,735,0
13529295,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Tocantins,Palmas,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1291,0
13529296,Aéreo,Brasil,Paraná,Foz do Iguaçu,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1252,0
13529303,Aéreo,Brasil,Rio de Janeiro,Campos dos Goytacazes,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1201,117
13529304,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,317,0
13529306,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Paraná,Foz do Iguaçu,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,804,0
13529311,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,988,0
13529319,Aéreo,Brasil,Piauí,Teresina,Brasil,Paraíba,João Pessoa,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,845,0
13529324,Aéreo,Brasil,Mato Grosso,Cuiabá,Chile,,Santiago,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1753,0
