Identificador do processo de viagem,Meio de transporte,País - Origem ida,UF - Origem ida,Cidade - Origem ida,País - Destino ida,UF - Destino ida,Cidade - Destino ida,País - Origem volta,UF - Origem volta,Cidade - Origem volta,Pais - Destino volta,UF - Destino volta,Cidade - Destino volta,Valor da passagem,Taxa de serviço
13447707,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,178,0
13449165,Aéreo,Brasil,Minas Gerais,Uberlândia,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,291,10
13449611,Aéreo,Brasil,Distrito Federal,Brasília,Itália,,Milão,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2600,0
13449659,Aéreo,FINLÂNDIA,,HELSINKI,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,3484,0
13449690,Aéreo,FINLÂNDIA,,HELSINKI,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2813,0
13450222,Aéreo,Brasil,Rondônia,Porto Velho,Brasil,Bahia,Ilhéus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,738,0
13450279,Aéreo,Brasil,São Paulo,Campinas,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,505,0
13450969,Aéreo,Brasil,Rio Grande do Norte,Natal,Brasil,São Paulo,Guarulhos,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,486,0
13452063,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Santa Catarina,Florianópolis,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,366,0
13452188,Aéreo,Brasil,Minas Gerais,Uberlândia,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,611,10
13452196,Aéreo,República Dominicana,,Punta Cana,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,0,0
13452531,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Paraíba,João Pessoa,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,570,0
13452989,Aéreo,Brasil,Distrito Federal,Brasília,República Dominicana,,Punta Cana,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,5418,0
13452991,Aéreo,Brasil,Distrito Federal,Brasília,República Dominicana,,Punta Cana,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,5418,0
13453002,Aéreo,Brasil,Minas Gerais,Confins,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,154,0
13453002,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Minas Gerais,Confins,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,154,0
13453023,Aéreo,Brasil,Paraíba,João Pessoa,Estados Unidos da América,,Los Angeles,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,8192,0
13453100,Aéreo,Brasil,Paraíba,João Pessoa,Estados Unidos da América,,Los Angeles,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,6207,0
13453397,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,177,0
13453397,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,136,0
13453407,Aéreo,Reino Unido,,Londres,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,3425,28
13453468,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,297,0
13453594,Aéreo,México,,Cidade do México,Itália,,Roma,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,7491,0
13453673,Aéreo,Brasil,Distrito Federal,Brasília,África do Sul,,Cidade do Cabo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,5285,0
13453834,Aéreo,França,,Paris,Etiópia,,Adis-Ababa,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,3930,0
13454800,Aéreo,Brasil,Minas Gerais,Uberlândia,Brasil,Mato Grosso do Sul,Campo Grande,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,949,10
13455183,Aéreo,Brasil,Roraima,Boa Vista,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,753,0
13455698,Aéreo,Brasil,São Paulo,Guarulhos,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,416,0
13456098,Aéreo,Brasil,São Paulo,Guarulhos,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,527,0
13456469,Aéreo,Canadá,,Ottawa,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,5655,0
13456543,Aéreo,Canadá,,Montreal,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,3302,0
13456547,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,532,0
13456612,Aéreo,Brasil,Santa Catarina,Navegantes,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,206,0
13456672,Aéreo,Brasil,Distrito Federal,Brasília,Suíça,,Genebra,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,5477,0
13456700,Aéreo,Brasil,Distrito Federal,Brasília,Suíça,,Genebra,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,4630,0
13456737,Aéreo,Brasil,Distrito Federal,Brasília,Suíça,,Genebra,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,5494,0
13457404,Aéreo,Brasil,Paraíba,João Pessoa,Brasil,São Paulo,Ribeirão Preto,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,931,0
13457597,Aéreo,Brasil,Acre,Rio Branco,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1217,0
13457611,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,764,0
13457650,Aéreo,Brasil,Mato Grosso,Cuiabá,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,471,0
13457750,Aéreo,Brasil,Distrito Federal,Brasília,Burkina-Fasso,,Uagadugu,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,13242,0
13457790,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,362,0
13457948,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio Grande do Sul,Porto Alegre,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,914,0
13457969,Aéreo,Brasil,Pernambuco,Recife,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,919,0
13457981,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Vitória da Conquista,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2555,0
13458573,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Estados Unidos da América,,Duluth - Minnesota,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,4862,0
13458623,Aéreo,Estados Unidos da América,,Duluth - Minnesota,Brasil,São Paulo,Guarulhos,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,0,0
13458661,Aéreo,Congo,,Brazzaville,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,549,0
13458770,Aéreo,Brasil,Pernambuco,Recife,Portugal,,Porto,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,3233,27
13458869,Aéreo,Eslovênia,,Liubliana,Vietnã,,Hanói,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2380,0
13458942,Aéreo,Chipre,,Nicósia,Gabão,,Libreville,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,8065,0
13458992,Aéreo,Bolívia,,La Paz,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1190,0
13459015,Aéreo,Bolívia,,La Paz,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1190,0
13459027,Aéreo,Bolívia,,La Paz,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1140,0
13459054,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio Grande do Sul,Porto Alegre,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,533,0
13459219,Aéreo,Brasil,Pernambuco,Recife,Portugal,,Porto,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1681,0
13459349,Aéreo,Brasil,Pará,Belém,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,357,0
13459434,Aéreo,Brasil,Distrito Federal,Brasília,Dinamarca,,Copenhague,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,4644,0
13459668,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Acre,Rio Branco,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1274,0
13459752,Aéreo,Brasil,São Paulo,São Paulo,Austrália,,Sydney,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,3307,0
13459756,Aéreo,Brasil,São Paulo,São Paulo,Austrália,,Sydney,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2549,0
13459759,Aéreo,Brasil,Distrito Federal,Brasília,Estados Unidos da América,,San Francisco - Califórnia,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,5539,0
13459765,Aéreo,Cazaquistão,,Astana,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,5264,0
13459767,Aéreo,Brasil,Distrito Federal,Brasília,Colômbia,,Bogotá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2254,0
13459770,Aéreo,Reino Unido,,Londres,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,3065,0
13459775,Aéreo,El Salvador,,San Salvador,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,3894,0
13459777,Aéreo,Brasil,Distrito Federal,Brasília,Indonésia,,Jacarta,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,8337,0
13459781,Aéreo,Brasil,São Paulo,São Paulo,Bolívia,,La Paz,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,896,0
13459785,Aéreo,Brasil,Distrito Federal,Brasília,Argentina,,Buenos Aires,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2057,0
13459789,Aéreo,Índia,,Nova Delhi,Alemanha,,Berlim,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2273,0
13459792,Aéreo,Brasil,Distrito Federal,Brasília,Portugal,,Lisboa,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,3010,0
13459920,Aéreo,França,,Paris,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,0,0
13460026,Aéreo,Bolívia,,La Paz,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1431,0
13460054,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,308,0
13460168,Aéreo,Brasil,São Paulo,São Paulo,Estados Unidos da América,,Washington,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,5928,0
13460191,Aéreo,Brasil,São Paulo,São Paulo,Estados Unidos da América,,Washington,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,5928,0
13460330,Aéreo,Nova Zelândia,,Whangarei,Nova Zelândia,,Wellington,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,0,0
13460529,Aéreo,Brasil,Amazonas,Manaus,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,643,0
13460534,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,399,0
13460583,Aéreo,Brasil,Minas Gerais,Confins,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,613,0
13460612,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Bélgica,,Bruxelas,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2395,0
13460724,Aéreo,Brasil,Distrito Federal,Brasília,Bélgica,,Bruxelas,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2144,0
13460784,Aéreo,Bélgica,,Bruxelas,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2144,0
13460810,Aéreo,Estados Unidos da América,,Nova York,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,0,0
13460827,Aéreo,Brasil,Pernambuco,Recife,Brasil,Paraná,Foz do Iguaçu,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,432,0
13460880,Aéreo,Brasil,Pernambuco,Recife,Brasil,Paraná,Foz do Iguaçu,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,697,0
13461182,Aéreo,Alemanha,,Berlim,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,0,0
13461238,Aéreo,Estados Unidos da América,,Nova York,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,457,0
13461354,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,621,0
13461473,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Estados Unidos da América,,Oklahoma,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2457,0
13461502,Aéreo,Estados Unidos da América,,Miami,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,4371,0
13461582,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,671,0
13461741,Aéreo,Brasil,Pernambuco,Recife,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,337,0
13461790,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Rio Grande do Sul,Porto Alegre,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1194,0
13461852,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1136,150
13462039,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,671,0
13462051,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,671,0
13462208,Aéreo,Brasil,Rio Grande do Norte,Natal,Estados Unidos da América,,San Diego Califórnia,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,4158,6
13462813,Aéreo,Brasil,Distrito Federal,Brasília,Japão,,Taketoyo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,11116,0
13462853,Aéreo,Japão,,Taketoyo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,0,0
13462871,Aéreo,Índia,,Mumbai,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,0,0
13462883,Aéreo,Índia,,Mumbai,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,0,0
